-> customer[90]: {atime 89, dtime 79, btype 1, money 231}
-> customer[585]: {atime 584, dtime 53, btype 0, money 615}
-> customer[588]: {atime 587, dtime 69, btype 1, money 794}
-> customer[591]: {atime 590, dtime 92, btype 0, money 36}
-> customer[594]: {atime 593, dtime 71, btype 0, money 804}
-> customer[597]: {atime 596, dtime 91, btype 1, money 859}
-> customer[600]: {atime 599, dtime 88, btype 0, money 510}
-> customer[603]: {atime 602, dtime 93, btype 0, money 898}
-> customer[606]: {atime 605, dtime 60, btype 0, money 647}
-> customer[609]: {atime 608, dtime 10, btype 0, money 48}
-> customer[612]: {atime 611, dtime 17, btype 1, money 850}
-> customer[615]: {atime 614, dtime 41, btype 1, money 636}
-> customer[618]: {atime 617, dtime 64, btype 0, money 662}
-> customer[621]: {atime 620, dtime 97, btype 1, money 477}
-> customer[626]: {atime 625, dtime 9, btype 1, money 957}
-> customer[629]: {atime 628, dtime 61, btype 0, money 981}
-> customer[632]: {atime 631, dtime 74, btype 0, money 102}
-> customer[635]: {atime 634, dtime 47, btype 0, money 31}
-> customer[638]: {atime 637, dtime 99, btype 1, money 383}
-> customer[641]: {atime 640, dtime 8, btype 0, money 315}
-> customer[644]: {atime 643, dtime 69, btype 0, money 541}
-> customer[647]: {atime 646, dtime 99, btype 0, money 614}
-> customer[650]: {atime 649, dtime 37, btype 1, money 614}
-> customer[653]: {atime 652, dtime 23, btype 0, money 129}
-> customer[656]: {atime 655, dtime 69, btype 1, money 133}
-> customer[659]: {atime 658, dtime 32, btype 0, money 105}
-> customer[662]: {atime 661, dtime 14, btype 0, money 624}
-> customer[665]: {atime 664, dtime 13, btype 1, money 767}
-> customer[666]: {atime 665, dtime 40, btype 0, money 666}
-> customer[670]: {atime 669, dtime 8, btype 0, money 409}
-> customer[673]: {atime 672, dtime 74, btype 1, money 575}
-> customer[674]: {atime 673, dtime 43, btype 1, money 924}
-> customer[678]: {atime 677, dtime 77, btype 0, money 247}
-> customer[681]: {atime 680, dtime 77, btype 1, money 891}
-> customer[684]: {atime 683, dtime 64, btype 1, money 883}
-> customer[686]: {atime 685, dtime 17, btype 0, money 769}
-> customer[688]: {atime 687, dtime 35, btype 1, money 684}
-> customer[691]: {atime 690, dtime 11, btype 1, money 170}
-> customer[694]: {atime 693, dtime 2, btype 0, money 16}
-> customer[697]: {atime 696, dtime 95, btype 0, money 653}
-> customer[700]: {atime 699, dtime 92, btype 1, money 454}
-> customer[703]: {atime 702, dtime 21, btype 1, money 933}
-> customer[706]: {atime 705, dtime 25, btype 1, money 596}
-> customer[708]: {atime 707, dtime 7, btype 1, money 247}
-> customer[710]: {atime 709, dtime 40, btype 1, money 436}
-> customer[713]: {atime 712, dtime 6, btype 0, money 974}
-> customer[716]: {atime 715, dtime 42, btype 0, money 819}
-> customer[719]: {atime 718, dtime 52, btype 0, money 889}
-> customer[722]: {atime 721, dtime 44, btype 1, money 407}
-> customer[725]: {atime 724, dtime 48, btype 0, money 631}
-> customer[728]: {atime 727, dtime 61, btype 0, money 212}
-> customer[731]: {atime 730, dtime 17, btype 1, money 60}
-> customer[734]: {atime 733, dtime 45, btype 1, money 496}
-> customer[737]: {atime 736, dtime 86, btype 1, money 850}
-> customer[740]: {atime 739, dtime 66, btype 0, money 382}
-> customer[743]: {atime 742, dtime 56, btype 0, money 988}
-> customer[746]: {atime 745, dtime 60, btype 1, money 556}
-> customer[749]: {atime 748, dtime 97, btype 1, money 916}
-> customer[752]: {atime 751, dtime 71, btype 1, money 839}
-> customer[753]: {atime 752, dtime 94, btype 1, money 494}
-> customer[757]: {atime 756, dtime 97, btype 1, money 69}
-> customer[760]: {atime 759, dtime 79, btype 1, money 48}
-> customer[764]: {atime 763, dtime 56, btype 0, money 599}
-> customer[767]: {atime 766, dtime 62, btype 0, money 388}
-> customer[770]: {atime 769, dtime 57, btype 0, money 847}
-> customer[773]: {atime 772, dtime 46, btype 0, money 597}
-> customer[776]: {atime 775, dtime 80, btype 0, money 13}
-> customer[779]: {atime 778, dtime 43, btype 0, money 379}
-> customer[782]: {atime 781, dtime 72, btype 0, money 866}
-> customer[785]: {atime 784, dtime 46, btype 0, money 977}
-> customer[788]: {atime 787, dtime 41, btype 0, money 512}
-> customer[791]: {atime 790, dtime 94, btype 1, money 275}
-> customer[794]: {atime 793, dtime 15, btype 0, money 710}
-> customer[797]: {atime 796, dtime 55, btype 1, money 618}
-> customer[800]: {atime 799, dtime 96, btype 1, money 135}
-> customer[803]: {atime 802, dtime 6, btype 0, money 666}
-> customer[806]: {atime 805, dtime 55, btype 0, money 273}
-> customer[807]: {atime 806, dtime 30, btype 1, money 50}
-> customer[810]: {atime 809, dtime 17, btype 1, money 422}
-> customer[813]: {atime 812, dtime 48, btype 0, money 333}
-> customer[816]: {atime 815, dtime 55, btype 0, money 278}
-> customer[819]: {atime 818, dtime 23, btype 1, money 272}
-> customer[822]: {atime 821, dtime 26, btype 0, money 4}
-> customer[825]: {atime 824, dtime 38, btype 0, money 122}
-> customer[828]: {atime 827, dtime 40, btype 1, money 293}
-> customer[831]: {atime 830, dtime 99, btype 0, money 520}
-> customer[834]: {atime 833, dtime 49, btype 0, money 421}
-> customer[837]: {atime 836, dtime 81, btype 1, money 4}
-> customer[840]: {atime 839, dtime 56, btype 0, money 137}
-> customer[843]: {atime 842, dtime 40, btype 1, money 858}
-> customer[848]: {atime 847, dtime 83, btype 1, money 706}
-> customer[851]: {atime 850, dtime 91, btype 1, money 366}
-> customer[854]: {atime 853, dtime 84, btype 0, money 906}
-> customer[857]: {atime 856, dtime 21, btype 1, money 77}
-> customer[860]: {atime 859, dtime 58, btype 1, money 53}
-> customer[863]: {atime 862, dtime 48, btype 1, money 507}
-> customer[866]: {atime 865, dtime 96, btype 0, money 114}
-> customer[867]: {atime 866, dtime 11, btype 0, money 22}
-> customer[870]: {atime 869, dtime 54, btype 1, money 236}
-> customer[873]: {atime 872, dtime 89, btype 0, money 860}
-> customer[876]: {atime 875, dtime 100, btype 1, money 848}
-> customer[879]: {atime 878, dtime 56, btype 1, money 422}
-> customer[882]: {atime 881, dtime 60, btype 0, money 188}
-> customer[885]: {atime 884, dtime 2, btype 1, money 284}
-> customer[888]: {atime 887, dtime 93, btype 0, money 530}
-> customer[891]: {atime 890, dtime 100, btype 0, money 868}
-> customer[894]: {atime 893, dtime 54, btype 1, money 145}
-> customer[897]: {atime 896, dtime 48, btype 0, money 990}
-> customer[900]: {atime 899, dtime 39, btype 1, money 285}
-> customer[903]: {atime 902, dtime 6, btype 0, money 294}
-> customer[906]: {atime 905, dtime 99, btype 0, money 739}
-> customer[910]: {atime 909, dtime 95, btype 1, money 417}
-> customer[912]: {atime 911, dtime 77, btype 0, money 551}
-> customer[914]: {atime 913, dtime 55, btype 1, money 974}
-> customer[917]: {atime 916, dtime 12, btype 0, money 295}
-> customer[920]: {atime 919, dtime 99, btype 1, money 467}
-> customer[923]: {atime 922, dtime 3, btype 0, money 210}
-> customer[926]: {atime 925, dtime 74, btype 0, money 731}
-> customer[932]: {atime 931, dtime 91, btype 0, money 585}
-> customer[933]: {atime 932, dtime 93, btype 1, money 214}
-> customer[936]: {atime 935, dtime 21, btype 0, money 743}
-> customer[939]: {atime 938, dtime 83, btype 1, money 991}
-> customer[942]: {atime 941, dtime 99, btype 0, money 551}
-> customer[945]: {atime 944, dtime 97, btype 0, money 193}
-> customer[948]: {atime 947, dtime 63, btype 1, money 235}
-> customer[951]: {atime 950, dtime 45, btype 0, money 49}
-> customer[955]: {atime 954, dtime 20, btype 0, money 697}
-> customer[958]: {atime 957, dtime 28, btype 0, money 494}
-> customer[960]: {atime 959, dtime 51, btype 0, money 410}
-> customer[962]: {atime 961, dtime 56, btype 0, money 159}
-> customer[965]: {atime 964, dtime 7, btype 1, money 542}
-> customer[968]: {atime 967, dtime 51, btype 1, money 822}
-> customer[971]: {atime 970, dtime 78, btype 0, money 226}
-> customer[974]: {atime 973, dtime 39, btype 1, money 719}
-> customer[977]: {atime 976, dtime 87, btype 0, money 538}
-> customer[980]: {atime 979, dtime 4, btype 1, money 189}
-> customer[983]: {atime 982, dtime 24, btype 1, money 314}
-> customer[986]: {atime 985, dtime 37, btype 0, money 591}
-> customer[989]: {atime 988, dtime 99, btype 1, money 915}
-> customer[992]: {atime 991, dtime 29, btype 1, money 871}

QueueB:
-> customer[59]: {atime 58, dtime 71, btype 0, money 571}
-> customer[60]: {atime 59, dtime 1, btype 0, money 644}
-> customer[57]: {atime 56, dtime 28, btype 0, money 887}
-> customer[77]: {atime 76, dtime 99, btype 0, money 870}



-----------------------------------------------------------------------------------
Event: occur_time = 996, type = -1
Bankmoney: 51
QueueANo.1:
-> customer[86]: {atime 85, dtime 79, btype 0, money 66}
-> customer[89]: {atime 88, dtime 55, btype 0, money 403}
-> customer[92]: {atime 91, dtime 27, btype 0, money 277}
-> customer[95]: {atime 94, dtime 87, btype 1, money 649}
-> customer[98]: {atime 97, dtime 3, btype 1, money 929}
-> customer[101]: {atime 100, dtime 25, btype 1, money 742}
-> customer[104]: {atime 103, dtime 47, btype 1, money 460}
-> customer[112]: {atime 111, dtime 46, btype 1, money 665}
-> customer[115]: {atime 114, dtime 13, btype 1, money 603}
-> customer[116]: {atime 115, dtime 17, btype 0, money 280}
-> customer[119]: {atime 118, dtime 96, btype 0, money 437}
-> customer[122]: {atime 121, dtime 54, btype 1, money 211}
-> customer[125]: {atime 124, dtime 4, btype 0, money 793}
-> customer[128]: {atime 127, dtime 28, btype 0, money 111}
-> customer[131]: {atime 130, dtime 92, btype 1, money 796}
-> customer[134]: {atime 133, dtime 7, btype 0, money 699}
-> customer[137]: {atime 136, dtime 74, btype 1, money 839}
-> customer[142]: {atime 141, dtime 73, btype 1, money 143}
-> customer[143]: {atime 142, dtime 31, btype 1, money 336}
-> customer[146]: {atime 145, dtime 17, btype 0, money 218}
-> customer[149]: {atime 148, dtime 54, btype 0, money 240}
-> customer[152]: {atime 151, dtime 51, btype 1, money 46}
-> customer[155]: {atime 154, dtime 34, btype 1, money 355}
-> customer[158]: {atime 157, dtime 40, btype 0, money 53}
-> customer[159]: {atime 158, dtime 27, btype 0, money 906}
-> customer[162]: {atime 161, dtime 17, btype 1, money 190}
-> customer[165]: {atime 164, dtime 71, btype 1, money 738}
-> customer[168]: {atime 167, dtime 13, btype 0, money 846}
-> customer[171]: {atime 170, dtime 14, btype 0, money 107}
-> customer[174]: {atime 173, dtime 64, btype 0, money 646}
-> customer[176]: {atime 175, dtime 26, btype 0, money 808}
-> customer[178]: {atime 177, dtime 13, btype 1, money 101}
-> customer[182]: {atime 181, dtime 70, btype 0, money 209}
-> customer[185]: {atime 184, dtime 99, btype 0, money 652}
-> customer[189]: {atime 188, dtime 8, btype 1, money 155}
-> customer[194]: {atime 193, dtime 43, btype 1, money 662}
-> customer[197]: {atime 196, dtime 77, btype 0, money 834}
-> customer[201]: {atime 200, dtime 50, btype 0, money 996}
-> customer[204]: {atime 203, dtime 15, btype 1, money 464}
-> customer[207]: {atime 206, dtime 29, btype 1, money 13}
-> customer[210]: {atime 209, dtime 30, btype 1, money 665}
-> customer[213]: {atime 212, dtime 10, btype 1, money 160}
-> customer[216]: {atime 215, dtime 100, btype 1, money 3}
-> customer[219]: {atime 218, dtime 72, btype 0, money 570}
-> customer[222]: {atime 221, dtime 21, btype 1, money 860}
-> customer[225]: {atime 224, dtime 98, btype 0, money 652}
-> customer[228]: {atime 227, dtime 35, btype 1, money 943}
-> customer[231]: {atime 230, dtime 14, btype 1, money 131}
-> customer[234]: {atime 233, dtime 86, btype 1, money 595}
-> customer[237]: {atime 236, dtime 15, btype 0, money 721}
-> customer[240]: {atime 239, dtime 58, btype 1, money 986}
-> customer[243]: {atime 242, dtime 76, btype 1, money 512}
-> customer[247]: {atime 246, dtime 66, btype 0, money 536}
-> customer[251]: {atime 250, dtime 15, btype 1, money 379}
-> customer[254]: {atime 253, dtime 24, btype 0, money 113}
-> customer[257]: {atime 256, dtime 60, btype 1, money 779}
-> customer[260]: {atime 259, dtime 90, btype 1, money 494}
-> customer[263]: {atime 262, dtime 40, btype 1, money 170}
-> customer[266]: {atime 265, dtime 32, btype 1, money 927}
-> customer[269]: {atime 268, dtime 8, btype 0, money 809}
-> customer[272]: {atime 271, dtime 44, btype 1, money 469}
-> customer[274]: {atime 273, dtime 47, btype 0, money 77}
-> customer[276]: {atime 275, dtime 54, btype 1, money 89}
-> customer[279]: {atime 278, dtime 75, btype 0, money 755}
-> customer[282]: {atime 281, dtime 20, btype 0, money 340}
-> customer[285]: {atime 284, dtime 29, btype 0, money 278}
-> customer[288]: {atime 287, dtime 26, btype 0, money 410}
-> customer[291]: {atime 290, dtime 70, btype 1, money 988}
-> customer[294]: {atime 293, dtime 11, btype 0, money 833}
-> customer[297]: {atime 296, dtime 90, btype 1, money 924}
-> customer[300]: {atime 299, dtime 38, btype 0, money 557}
-> customer[303]: {atime 302, dtime 40, btype 0, money 499}
-> customer[306]: {atime 305, dtime 87, btype 1, money 44}
-> customer[310]: {atime 309, dtime 42, btype 0, money 292}
-> customer[313]: {atime 312, dtime 78, btype 0, money 664}
-> customer[316]: {atime 315, dtime 9, btype 0, money 570}
-> customer[320]: {atime 319, dtime 27, btype 1, money 714}
-> customer[323]: {atime 322, dtime 7, btype 1, money 589}
-> customer[327]: {atime 326, dtime 56, btype 0, money 706}
-> customer[330]: {atime 329, dtime 90, btype 1, money 602}
-> customer[333]: {atime 332, dtime 34, btype 1, money 212}
-> customer[336]: {atime 335, dtime 26, btype 0, money 718}
-> customer[339]: {atime 338, dtime 70, btype 0, money 167}
-> customer[342]: {atime 341, dtime 7, btype 0, money 930}
-> customer[345]: {atime 344, dtime 57, btype 0, money 428}
-> customer[348]: {atime 347, dtime 98, btype 0, money 578}
-> customer[351]: {atime 350, dtime 77, btype 1, money 15}
-> customer[354]: {atime 353, dtime 62, btype 0, money 748}
-> customer[357]: {atime 356, dtime 6, btype 0, money 777}
-> customer[360]: {atime 359, dtime 86, btype 0, money 548}
-> customer[361]: {atime 360, dtime 85, btype 0, money 371}
-> customer[364]: {atime 363, dtime 5, btype 0, money 21}
-> customer[367]: {atime 366, dtime 81, btype 0, money 402}
-> customer[370]: {atime 369, dtime 14, btype 0, money 918}
-> customer[371]: {atime 370, dtime 51, btype 1, money 990}
-> customer[374]: {atime 373, dtime 66, btype 0, money 80}
-> customer[377]: {atime 376, dtime 1, btype 0, money 840}
-> customer[380]: {atime 379, dtime 61, btype 1, money 595}
-> customer[383]: {atime 382, dtime 70, btype 1, money 787}
-> customer[386]: {atime 385, dtime 54, btype 0, money 386}
-> customer[389]: {atime 388, dtime 50, btype 1, money 647}
-> customer[392]: {atime 391, dtime 70, btype 0, money 105}
-> customer[396]: {atime 395, dtime 22, btype 1, money 715}
-> customer[399]: {atime 398, dtime 57, btype 0, money 699}
-> customer[402]: {atime 401, dtime 40, btype 1, money 945}
-> customer[406]: {atime 405, dtime 21, btype 0, money 920}
-> customer[409]: {atime 408, dtime 55, btype 0, money 422}
-> customer[417]: {atime 416, dtime 90, btype 1, money 372}
-> customer[420]: {atime 419, dtime 80, btype 1, money 306}
-> customer[423]: {atime 422, dtime 87, btype 1, money 554}
-> customer[426]: {atime 425, dtime 83, btype 1, money 354}
-> customer[429]: {atime 428, dtime 82, btype 0, money 985}
-> customer[432]: {atime 431, dtime 26, btype 1, money 2}
-> customer[435]: {atime 434, dtime 13, btype 0, money 519}
-> customer[438]: {atime 437, dtime 10, btype 0, money 160}
-> customer[441]: {atime 440, dtime 97, btype 0, money 924}
-> customer[443]: {atime 442, dtime 23, btype 1, money 719}
-> customer[445]: {atime 444, dtime 11, btype 0, money 909}
-> customer[448]: {atime 447, dtime 14, btype 1, money 901}
-> customer[451]: {atime 450, dtime 61, btype 1, money 693}
-> customer[452]: {atime 451, dtime 70, btype 1, money 1000}
-> customer[453]: {atime 452, dtime 46, btype 1, money 198}
-> customer[454]: {atime 453, dtime 4, btype 1, money 208}
-> customer[455]: {atime 454, dtime 79, btype 0, money 134}
-> customer[458]: {atime 457, dtime 11, btype 0, money 68}
-> customer[461]: {atime 460, dtime 10, btype 1, money 927}
-> customer[464]: {atime 463, dtime 62, btype 0, money 99}
-> customer[467]: {atime 466, dtime 17, btype 1, money 729}
-> customer[470]: {atime 469, dtime 3, btype 0, money 442}
-> customer[473]: {atime 472, dtime 40, btype 0, money 332}
-> customer[477]: {atime 476, dtime 49, btype 1, money 440}
-> customer[480]: {atime 479, dtime 24, btype 0, money 491}
-> customer[483]: {atime 482, dtime 91, btype 1, money 867}
-> customer[486]: {atime 485, dtime 92, btype 1, money 670}
-> customer[489]: {atime 488, dtime 18, btype 0, money 957}
-> customer[492]: {atime 491, dtime 83, btype 1, money 754}
-> customer[494]: {atime 493, dtime 100, btype 0, money 3}
-> customer[495]: {atime 494, dtime 82, btype 0, money 619}
-> customer[497]: {atime 496, dtime 22, btype 0, money 551}
-> customer[500]: {atime 499, dtime 98, btype 0, money 401}
-> customer[504]: {atime 503, dtime 77, btype 1, money 459}
-> customer[507]: {atime 506, dtime 31, btype 1, money 672}
-> customer[510]: {atime 509, dtime 14, btype 0, money 730}
